order = 83
 ref0,  ref1,  ref2,    nR,  nG, nDir
0.000, 0.000, 0.000,	2354,   0, 2354
0.010, 0.000, 0.000,	2354,   4, 2358
0.020, 0.000, 0.000,	2354,  16, 2370
0.030, 0.000, 0.000,	2354,  24, 2378
0.040, 0.000, 0.000,	2354,  36, 2390
0.050, 0.000, 0.000,	2354,  56, 2410
0.060, 0.000, 0.000,	2354,  64, 2418
0.070, 0.000, 0.000,	2354,  92, 2446
0.080, 0.000, 0.000,	2354, 112, 2466
0.090, 0.000, 0.000,	2354, 136, 2490
0.100, 0.000, 0.000,	2354, 152, 2506
0.110, 0.000, 0.000,	2354, 180, 2534
0.120, 0.000, 0.000,	2354, 208, 2562
0.130, 0.000, 0.000,	2354, 232, 2586
0.140, 0.000, 0.000,	2354, 264, 2618
0.150, 0.000, 0.000,	2354, 300, 2654
0.160, 0.000, 0.000,	2354, 328, 2682
0.170, 0.000, 0.000,	2354, 368, 2722
0.180, 0.000, 0.000,	2354, 408, 2762
0.190, 0.000, 0.000,	2354, 436, 2790
0.200, 0.000, 0.000,	2354, 472, 2826
0.010, 0.010, 0.000,	2354,   8, 2362
0.020, 0.010, 0.000,	2354,  20, 2374
0.030, 0.010, 0.000,	2354,  28, 2382
0.040, 0.010, 0.000,	2354,  40, 2394
0.050, 0.010, 0.000,	2354,  60, 2414
0.060, 0.010, 0.000,	2354,  68, 2422
0.070, 0.010, 0.000,	2354,  96, 2450
0.080, 0.010, 0.000,	2354, 116, 2470
0.090, 0.010, 0.000,	2354, 140, 2494
0.100, 0.010, 0.000,	2354, 156, 2510
0.110, 0.010, 0.000,	2354, 184, 2538
0.120, 0.010, 0.000,	2354, 212, 2566
0.130, 0.010, 0.000,	2354, 236, 2590
0.140, 0.010, 0.000,	2354, 268, 2622
0.150, 0.010, 0.000,	2354, 304, 2658
0.160, 0.010, 0.000,	2354, 332, 2686
0.170, 0.010, 0.000,	2354, 372, 2726
0.180, 0.010, 0.000,	2354, 412, 2766
0.190, 0.010, 0.000,	2354, 440, 2794
0.200, 0.010, 0.000,	2354, 476, 2830
0.020, 0.020, 0.000,	2354,  28, 2382
0.030, 0.020, 0.000,	2354,  36, 2390
0.040, 0.020, 0.000,	2354,  48, 2402
0.050, 0.020, 0.000,	2354,  68, 2422
0.060, 0.020, 0.000,	2354,  76, 2430
0.070, 0.020, 0.000,	2354, 104, 2458
0.080, 0.020, 0.000,	2354, 124, 2478
0.090, 0.020, 0.000,	2354, 148, 2502
0.100, 0.020, 0.000,	2354, 164, 2518
0.110, 0.020, 0.000,	2354, 192, 2546
0.120, 0.020, 0.000,	2354, 220, 2574
0.130, 0.020, 0.000,	2354, 244, 2598
0.140, 0.020, 0.000,	2354, 276, 2630
0.150, 0.020, 0.000,	2354, 312, 2666
0.160, 0.020, 0.000,	2354, 340, 2694
0.170, 0.020, 0.000,	2354, 380, 2734
0.180, 0.020, 0.000,	2354, 420, 2774
0.190, 0.020, 0.000,	2354, 448, 2802
0.200, 0.020, 0.000,	2354, 484, 2838
0.030, 0.030, 0.000,	2354,  44, 2398
0.040, 0.030, 0.000,	2354,  56, 2410
0.050, 0.030, 0.000,	2354,  76, 2430
0.060, 0.030, 0.000,	2354,  84, 2438
0.070, 0.030, 0.000,	2354, 112, 2466
0.080, 0.030, 0.000,	2354, 132, 2486
0.090, 0.030, 0.000,	2354, 156, 2510
0.100, 0.030, 0.000,	2354, 172, 2526
0.110, 0.030, 0.000,	2354, 200, 2554
0.120, 0.030, 0.000,	2354, 228, 2582
0.130, 0.030, 0.000,	2354, 252, 2606
0.140, 0.030, 0.000,	2354, 284, 2638
0.150, 0.030, 0.000,	2354, 320, 2674
0.160, 0.030, 0.000,	2354, 348, 2702
0.170, 0.030, 0.000,	2354, 388, 2742
0.180, 0.030, 0.000,	2354, 428, 2782
0.190, 0.030, 0.000,	2354, 456, 2810
0.200, 0.030, 0.000,	2354, 492, 2846
0.040, 0.040, 0.000,	2354,  60, 2414
0.050, 0.040, 0.000,	2354,  80, 2434
0.060, 0.040, 0.000,	2354,  88, 2442
0.070, 0.040, 0.000,	2354, 116, 2470
