order = 31
 ref0,  ref1,  ref2,    nR,  nG, nDir
0.000, 0.000, 0.000,	350,   0, 350
0.010, 0.000, 0.000,	350,   0, 350
0.020, 0.000, 0.000,	350,   0, 350
0.030, 0.000, 0.000,	350,   4, 354
0.040, 0.000, 0.000,	350,   4, 354
0.050, 0.000, 0.000,	350,   4, 354
0.060, 0.000, 0.000,	350,   8, 358
0.070, 0.000, 0.000,	350,   8, 358
0.080, 0.000, 0.000,	350,   8, 358
0.090, 0.000, 0.000,	350,   8, 358
0.100, 0.000, 0.000,	350,  16, 366
0.110, 0.000, 0.000,	350,  24, 374
0.120, 0.000, 0.000,	350,  24, 374
0.130, 0.000, 0.000,	350,  24, 374
0.140, 0.000, 0.000,	350,  32, 382
0.150, 0.000, 0.000,	350,  40, 390
0.160, 0.000, 0.000,	350,  40, 390
0.170, 0.000, 0.000,	350,  44, 394
0.180, 0.000, 0.000,	350,  60, 410
0.190, 0.000, 0.000,	350,  60, 410
0.200, 0.000, 0.000,	350,  60, 410
0.010, 0.010, 0.000,	350,   0, 350
0.020, 0.010, 0.000,	350,   0, 350
0.030, 0.010, 0.000,	350,   4, 354
0.040, 0.010, 0.000,	350,   4, 354
0.050, 0.010, 0.000,	350,   4, 354
0.060, 0.010, 0.000,	350,   8, 358
0.070, 0.010, 0.000,	350,   8, 358
0.080, 0.010, 0.000,	350,   8, 358
0.090, 0.010, 0.000,	350,   8, 358
0.100, 0.010, 0.000,	350,  16, 366
0.110, 0.010, 0.000,	350,  24, 374
0.120, 0.010, 0.000,	350,  24, 374
0.130, 0.010, 0.000,	350,  24, 374
0.140, 0.010, 0.000,	350,  32, 382
0.150, 0.010, 0.000,	350,  40, 390
0.160, 0.010, 0.000,	350,  40, 390
0.170, 0.010, 0.000,	350,  44, 394
0.180, 0.010, 0.000,	350,  60, 410
0.190, 0.010, 0.000,	350,  60, 410
0.200, 0.010, 0.000,	350,  60, 410
0.020, 0.020, 0.000,	350,   0, 350
0.030, 0.020, 0.000,	350,   4, 354
0.040, 0.020, 0.000,	350,   4, 354
0.050, 0.020, 0.000,	350,   4, 354
0.060, 0.020, 0.000,	350,   8, 358
0.070, 0.020, 0.000,	350,   8, 358
0.080, 0.020, 0.000,	350,   8, 358
0.090, 0.020, 0.000,	350,   8, 358
0.100, 0.020, 0.000,	350,  16, 366
0.110, 0.020, 0.000,	350,  24, 374
0.120, 0.020, 0.000,	350,  24, 374
0.130, 0.020, 0.000,	350,  24, 374
