order = 17
 ref0,  ref1,    nR,  nG, nDir
0.000, 0.000,	110,   0, 110
0.010, 0.000,	110,   0, 110
0.020, 0.000,	110,   0, 110
0.030, 0.000,	110,   0, 110
0.040, 0.000,	110,   0, 110
0.050, 0.000,	110,   4, 114
0.060, 0.000,	110,   4, 114
0.070, 0.000,	110,   4, 114
0.080, 0.000,	110,   4, 114
0.090, 0.000,	110,   4, 114
0.100, 0.000,	110,   8, 118
0.110, 0.000,	110,   8, 118
0.120, 0.000,	110,   8, 118
0.130, 0.000,	110,   8, 118
0.140, 0.000,	110,  16, 126
0.150, 0.000,	110,  16, 126
0.160, 0.000,	110,  16, 126
0.170, 0.000,	110,  16, 126
0.180, 0.000,	110,  16, 126
0.190, 0.000,	110,  16, 126
0.200, 0.000,	110,  24, 134
0.000, 0.010,	110,   0, 110
0.020, 0.010,	110,   0, 110
0.030, 0.010,	110,   0, 110
0.040, 0.010,	110,   0, 110
0.050, 0.010,	110,   4, 114
0.060, 0.010,	110,   4, 114
0.070, 0.010,	110,   4, 114
0.080, 0.010,	110,   4, 114
0.090, 0.010,	110,   4, 114
0.100, 0.010,	110,   8, 118
0.110, 0.010,	110,   8, 118
0.120, 0.010,	110,   8, 118
0.130, 0.010,	110,   8, 118
0.140, 0.010,	110,  16, 126
0.150, 0.010,	110,  16, 126
0.160, 0.010,	110,  16, 126
0.170, 0.010,	110,  16, 126
0.180, 0.010,	110,  16, 126
0.190, 0.010,	110,  16, 126
0.200, 0.010,	110,  24, 134
0.000, 0.020,	110,   0, 110
0.030, 0.020,	110,   0, 110
0.040, 0.020,	110,   0, 110
0.050, 0.020,	110,   4, 114
0.060, 0.020,	110,   4, 114
0.070, 0.020,	110,   4, 114
0.080, 0.020,	110,   4, 114
0.090, 0.020,	110,   4, 114
0.100, 0.020,	110,   8, 118
0.110, 0.020,	110,   8, 118
0.120, 0.020,	110,   8, 118
0.130, 0.020,	110,   8, 118
0.140, 0.020,	110,  16, 126
0.150, 0.020,	110,  16, 126
0.160, 0.020,	110,  16, 126
0.170, 0.020,	110,  16, 126
0.180, 0.020,	110,  16, 126
0.190, 0.020,	110,  16, 126
0.200, 0.020,	110,  24, 134
0.000, 0.030,	110,   0, 110
0.040, 0.030,	110,   0, 110
0.050, 0.030,	110,   4, 114
0.060, 0.030,	110,   4, 114
0.070, 0.030,	110,   4, 114
0.080, 0.030,	110,   4, 114
0.090, 0.030,	110,   4, 114
0.100, 0.030,	110,   8, 118
0.110, 0.030,	110,   8, 118
0.120, 0.030,	110,   8, 118
0.130, 0.030,	110,   8, 118
0.140, 0.030,	110,  16, 126
0.150, 0.030,	110,  16, 126
0.160, 0.030,	110,  16, 126
0.170, 0.030,	110,  16, 126
0.180, 0.030,	110,  16, 126
0.190, 0.030,	110,  16, 126
0.200, 0.030,	110,  24, 134
0.000, 0.040,	110,   0, 110
0.050, 0.040,	110,   4, 114
0.060, 0.040,	110,   4, 114
0.070, 0.040,	110,   4, 114
0.080, 0.040,	110,   4, 114
0.090, 0.040,	110,   4, 114
0.100, 0.040,	110,   8, 118
0.110, 0.040,	110,   8, 118
0.120, 0.040,	110,   8, 118
0.130, 0.040,	110,   8, 118
0.140, 0.040,	110,  16, 126
0.150, 0.040,	110,  16, 126
0.160, 0.040,	110,  16, 126
0.170, 0.040,	110,  16, 126
