order = 23
 ref0,  ref1,  ref2,    nR,  nG, nDir
0.000, 0.000, 0.000,	194,   0, 194
0.010, 0.000, 0.000,	194,   0, 194
0.020, 0.000, 0.000,	194,   0, 194
0.030, 0.000, 0.000,	194,   4, 198
0.040, 0.000, 0.000,	194,   4, 198
0.050, 0.000, 0.000,	194,   4, 198
0.060, 0.000, 0.000,	194,   4, 198
0.070, 0.000, 0.000,	194,   8, 202
0.080, 0.000, 0.000,	194,   8, 202
0.090, 0.000, 0.000,	194,   8, 202
0.100, 0.000, 0.000,	194,  16, 210
0.110, 0.000, 0.000,	194,  16, 210
0.120, 0.000, 0.000,	194,  16, 210
0.130, 0.000, 0.000,	194,  16, 210
0.140, 0.000, 0.000,	194,  24, 218
0.150, 0.000, 0.000,	194,  24, 218
0.160, 0.000, 0.000,	194,  28, 222
0.170, 0.000, 0.000,	194,  28, 222
0.180, 0.000, 0.000,	194,  36, 230
0.190, 0.000, 0.000,	194,  36, 230
0.200, 0.000, 0.000,	194,  36, 230
0.010, 0.010, 0.000,	194,   0, 194
0.020, 0.010, 0.000,	194,   0, 194
0.030, 0.010, 0.000,	194,   4, 198
0.040, 0.010, 0.000,	194,   4, 198
0.050, 0.010, 0.000,	194,   4, 198
0.060, 0.010, 0.000,	194,   4, 198
0.070, 0.010, 0.000,	194,   8, 202
0.080, 0.010, 0.000,	194,   8, 202
0.090, 0.010, 0.000,	194,   8, 202
0.100, 0.010, 0.000,	194,  16, 210
0.110, 0.010, 0.000,	194,  16, 210
0.120, 0.010, 0.000,	194,  16, 210
0.130, 0.010, 0.000,	194,  16, 210
0.140, 0.010, 0.000,	194,  24, 218
0.150, 0.010, 0.000,	194,  24, 218
0.160, 0.010, 0.000,	194,  28, 222
0.170, 0.010, 0.000,	194,  28, 222
0.180, 0.010, 0.000,	194,  36, 230
0.190, 0.010, 0.000,	194,  36, 230
0.200, 0.010, 0.000,	194,  36, 230
0.020, 0.020, 0.000,	194,   0, 194
0.030, 0.020, 0.000,	194,   4, 198
0.040, 0.020, 0.000,	194,   4, 198
0.050, 0.020, 0.000,	194,   4, 198
0.060, 0.020, 0.000,	194,   4, 198
0.070, 0.020, 0.000,	194,   8, 202
0.080, 0.020, 0.000,	194,   8, 202
0.090, 0.020, 0.000,	194,   8, 202
0.100, 0.020, 0.000,	194,  16, 210
0.110, 0.020, 0.000,	194,  16, 210
0.120, 0.020, 0.000,	194,  16, 210
0.130, 0.020, 0.000,	194,  16, 210
0.140, 0.020, 0.000,	194,  24, 218
0.150, 0.020, 0.000,	194,  24, 218
0.160, 0.020, 0.000,	194,  28, 222
0.170, 0.020, 0.000,	194,  28, 222
0.180, 0.020, 0.000,	194,  36, 230
0.190, 0.020, 0.000,	194,  36, 230
0.200, 0.020, 0.000,	194,  36, 230
0.030, 0.030, 0.000,	194,   8, 202
0.040, 0.030, 0.000,	194,   8, 202
0.050, 0.030, 0.000,	194,   8, 202
0.060, 0.030, 0.000,	194,   8, 202
0.070, 0.030, 0.000,	194,  12, 206
0.080, 0.030, 0.000,	194,  12, 206
0.090, 0.030, 0.000,	194,  12, 206
0.100, 0.030, 0.000,	194,  20, 214
0.110, 0.030, 0.000,	194,  20, 214
0.120, 0.030, 0.000,	194,  20, 214
0.130, 0.030, 0.000,	194,  20, 214
0.140, 0.030, 0.000,	194,  28, 222
0.150, 0.030, 0.000,	194,  28, 222
0.160, 0.030, 0.000,	194,  32, 226
0.170, 0.030, 0.000,	194,  32, 226
0.180, 0.030, 0.000,	194,  40, 234
0.190, 0.030, 0.000,	194,  40, 234
0.200, 0.030, 0.000,	194,  40, 234
0.040, 0.040, 0.000,	194,   8, 202
0.050, 0.040, 0.000,	194,   8, 202
0.060, 0.040, 0.000,	194,   8, 202
0.070, 0.040, 0.000,	194,  12, 206
0.080, 0.040, 0.000,	194,  12, 206
0.090, 0.040, 0.000,	194,  12, 206
0.100, 0.040, 0.000,	194,  20, 214
0.110, 0.040, 0.000,	194,  20, 214
0.120, 0.040, 0.000,	194,  20, 214
0.130, 0.040, 0.000,	194,  20, 214
0.140, 0.040, 0.000,	194,  28, 222
0.150, 0.040, 0.000,	194,  28, 222
0.160, 0.040, 0.000,	194,  32, 226
