( 0.000000,-0.106162,-0.994349, 3.035241, 4.712389)
(-0.106162, 0.000000,-0.994349, 3.035241, 3.141593)
( 0.000000, 0.106162,-0.994349, 3.035241, 1.570796)
( 0.106162, 0.000000,-0.994349, 3.035241, 0.000000)
(-0.047793,-0.260246,-0.964359, 2.873805, 4.530776)
( 0.053557,-0.359207,-0.931720, 2.769906, 4.860386)
(-0.260246, 0.047793,-0.964359, 2.873805, 2.959979)
(-0.359207,-0.053557,-0.931720, 2.769906, 3.289589)
( 0.047793, 0.260246,-0.964359, 2.873805, 1.389183)
(-0.053557, 0.359207,-0.931720, 2.769906, 1.718793)
( 0.359207,-0.053557,-0.931720, 2.769906, 6.135189)
( 0.260246, 0.047793,-0.964359, 2.873805, 0.181613)
( 0.243088,-0.348089,-0.905396, 2.703102, 5.322001)
( 0.348089,-0.243088,-0.905396, 2.703102, 5.673573)
(-0.348089,-0.243088,-0.905396, 2.703102, 3.751205)
(-0.243088,-0.348089,-0.905396, 2.703102, 4.102777)
(-0.243088, 0.348089,-0.905396, 2.703102, 2.180408)
(-0.348089, 0.243088,-0.905396, 2.703102, 2.531981)
( 0.348089, 0.243088,-0.905396, 2.703102, 0.609612)
( 0.243088, 0.348089,-0.905396, 2.703102, 0.961184)
( 0.000000,-0.544798,-0.838567, 2.565456, 4.712389)
(-0.544798, 0.000000,-0.838567, 2.565456, 3.141593)
( 0.000000, 0.544798,-0.838567, 2.565456, 1.570796)
( 0.544798, 0.000000,-0.838567, 2.565456, 0.000000)
( 0.523225,-0.287893,-0.802093, 2.501587, 5.780172)
( 0.622131,-0.146515,-0.769082, 2.448188, 6.051898)
( 0.146515,-0.622131,-0.769082, 2.448188, 4.943676)
( 0.287893,-0.523225,-0.802093, 2.501587, 5.215403)
(-0.287893,-0.523225,-0.802093, 2.501587, 4.209375)
(-0.146515,-0.622131,-0.769082, 2.448188, 4.481102)
(-0.622131,-0.146515,-0.769082, 2.448188, 3.372880)
(-0.523225,-0.287893,-0.802093, 2.501587, 3.644606)
(-0.523225, 0.287893,-0.802093, 2.501587, 2.638579)
(-0.622131, 0.146515,-0.769082, 2.448188, 2.910305)
(-0.146515, 0.622131,-0.769082, 2.448188, 1.802083)
(-0.287893, 0.523225,-0.802093, 2.501587, 2.073810)
( 0.287893, 0.523225,-0.802093, 2.501587, 1.067783)
( 0.146515, 0.622131,-0.769082, 2.448188, 1.339509)
( 0.622131, 0.146515,-0.769082, 2.448188, 0.231287)
( 0.523225, 0.287893,-0.802093, 2.501587, 0.503014)
( 0.436179,-0.566795,-0.698921, 2.344677, 5.368293)
( 0.566795,-0.436179,-0.698921, 2.344677, 5.627281)
(-0.566795,-0.436179,-0.698921, 2.344677, 3.797497)
(-0.436179,-0.566795,-0.698921, 2.344677, 4.056485)
(-0.436179, 0.566795,-0.698921, 2.344677, 2.226700)
(-0.566795, 0.436179,-0.698921, 2.344677, 2.485689)
( 0.566795, 0.436179,-0.698921, 2.344677, 0.655904)
( 0.436179, 0.566795,-0.698921, 2.344677, 0.914892)
( 0.769082,-0.146515,-0.622131, 2.242267, 6.094943)
( 0.146515,-0.769082,-0.622131, 2.242267, 4.900631)
(-0.146515,-0.769082,-0.622131, 2.242267, 4.524147)
( 0.000000,-0.838567,-0.544798, 2.146933, 4.712389)
(-0.769082,-0.146515,-0.622131, 2.242267, 3.329835)
(-0.769082, 0.146515,-0.622131, 2.242267, 2.953350)
(-0.838567, 0.000000,-0.544798, 2.146933, 3.141593)
(-0.146515, 0.769082,-0.622131, 2.242267, 1.759039)
( 0.146515, 0.769082,-0.622131, 2.242267, 1.382554)
( 0.000000, 0.838567,-0.544798, 2.146933, 1.570796)
( 0.838567, 0.000000,-0.544798, 2.146933, 0.000000)
( 0.769082, 0.146515,-0.622131, 2.242267, 0.188242)
( 0.698921,-0.436179,-0.566795, 2.173399, 5.725262)
( 0.802093,-0.287893,-0.523225, 2.121416, 5.938569)
( 0.287893,-0.802093,-0.523225, 2.121416, 5.057005)
( 0.436179,-0.698921,-0.566795, 2.173399, 5.270312)
(-0.436179,-0.698921,-0.566795, 2.173399, 4.154466)
(-0.287893,-0.802093,-0.523225, 2.121416, 4.367773)
(-0.802093,-0.287893,-0.523225, 2.121416, 3.486209)
(-0.698921,-0.436179,-0.566795, 2.173399, 3.699516)
(-0.698921, 0.436179,-0.566795, 2.173399, 2.583670)
(-0.802093, 0.287893,-0.523225, 2.121416, 2.796977)
(-0.287893, 0.802093,-0.523225, 2.121416, 1.915412)
(-0.436179, 0.698921,-0.566795, 2.173399, 2.128719)
( 0.436179, 0.698921,-0.566795, 2.173399, 1.012873)
( 0.287893, 0.802093,-0.523225, 2.121416, 1.226180)
( 0.802093, 0.287893,-0.523225, 2.121416, 0.344616)
( 0.698921, 0.436179,-0.566795, 2.173399, 0.557923)
( 0.566795,-0.698921,-0.436179, 2.022150, 5.393787)
( 0.698921,-0.566795,-0.436179, 2.022150, 5.601788)
(-0.698921,-0.566795,-0.436179, 2.022150, 3.822990)
(-0.566795,-0.698921,-0.436179, 2.022150, 4.030991)
(-0.566795, 0.698921,-0.436179, 2.022150, 2.252194)
(-0.698921, 0.566795,-0.436179, 2.022150, 2.460195)
( 0.698921, 0.566795,-0.436179, 2.022150, 0.681398)
( 0.566795, 0.698921,-0.436179, 2.022150, 0.889399)
( 0.905396,-0.243088,-0.348089, 1.926339, 6.020883)
( 0.931720,-0.053557,-0.359207, 1.938225, 6.225774)
( 0.053557,-0.931720,-0.359207, 1.938225, 4.769801)
( 0.243088,-0.905396,-0.348089, 1.926339, 4.974691)
(-0.243088,-0.905396,-0.348089, 1.926339, 4.450087)
(-0.047793,-0.964359,-0.260246, 1.834074, 4.662876)
(-0.931720,-0.053557,-0.359207, 1.938225, 3.199004)
(-0.905396,-0.243088,-0.348089, 1.926339, 3.403895)
(-0.905396, 0.243088,-0.348089, 1.926339, 2.879290)
(-0.964359, 0.047793,-0.260246, 1.834074, 3.092080)
(-0.243088, 0.905396,-0.348089, 1.926339, 1.833099)
( 0.053557, 0.931720,-0.359207, 1.938225, 1.513385)
(-0.047793, 0.964359,-0.260246, 1.834074, 1.620309)
( 0.243088, 0.905396,-0.348089, 1.926339, 1.308494)
( 0.964359, 0.047793,-0.260246, 1.834074, 0.049513)
( 0.905396, 0.243088,-0.348089, 1.926339, 0.262302)
( 0.802093,-0.523225,-0.287893, 1.862827, 5.705189)
( 0.905396,-0.348089,-0.243088, 1.816342, 5.916136)
( 0.348089,-0.905396,-0.243088, 1.816342, 5.079439)
( 0.523225,-0.802093,-0.287893, 1.862827, 5.290386)
(-0.523225,-0.802093,-0.287893, 1.862827, 4.134392)
(-0.348089,-0.905396,-0.243088, 1.816342, 4.345339)
(-0.905396,-0.348089,-0.243088, 1.816342, 3.508642)
(-0.802093,-0.523225,-0.287893, 1.862827, 3.719589)
(-0.802093, 0.523225,-0.287893, 1.862827, 2.563596)
(-0.905396, 0.348089,-0.243088, 1.816342, 2.774543)
(-0.348089, 0.905396,-0.243088, 1.816342, 1.937846)
(-0.523225, 0.802093,-0.287893, 1.862827, 2.148793)
( 0.523225, 0.802093,-0.287893, 1.862827, 0.992800)
( 0.348089, 0.905396,-0.243088, 1.816342, 1.203747)
( 0.905396, 0.348089,-0.243088, 1.816342, 0.367050)
( 0.802093, 0.523225,-0.287893, 1.862827, 0.577997)
( 0.622131,-0.769082,-0.146515, 1.717830, 5.392560)
( 0.769082,-0.622131,-0.146515, 1.717830, 5.603014)
(-0.000000,-0.994349,-0.106162, 1.677148, 4.712389)
(-0.769082,-0.622131,-0.146515, 1.717830, 3.821764)
(-0.622131,-0.769082,-0.146515, 1.717830, 4.032218)
(-0.994349, 0.000000,-0.106162, 1.677148, 3.141593)
(-0.622131, 0.769082,-0.146515, 1.717830, 2.250967)
(-0.769082, 0.622131,-0.146515, 1.717830, 2.461422)
(-0.000000, 0.994349,-0.106162, 1.677148, 1.570796)
( 0.769082, 0.622131,-0.146515, 1.717830, 0.680171)
( 0.622131, 0.769082,-0.146515, 1.717830, 0.890625)
( 0.994349, 0.000000,-0.106162, 1.677148, 0.000000)
( 0.838567,-0.544798,-0.000000, 1.570796, 5.707048)
( 0.544798,-0.838567,-0.000000, 1.570796, 5.288526)
( 0.359207,-0.931720,-0.053557, 1.624372, 5.080371)
(-0.544798,-0.838567,-0.000000, 1.570796, 4.136252)
(-0.359207,-0.931720,-0.053557, 1.624372, 4.344407)
(-0.838567,-0.544798,-0.000000, 1.570796, 3.717730)
(-0.931720,-0.359207,-0.053557, 1.624372, 3.509575)
(-0.838567, 0.544798,-0.000000, 1.570796, 2.565456)
(-0.931720, 0.359207,-0.053557, 1.624372, 2.773610)
(-0.544798, 0.838567,-0.000000, 1.570796, 2.146933)
(-0.359207, 0.931720,-0.053557, 1.624372, 1.938779)
( 0.544798, 0.838567,-0.000000, 1.570796, 0.994659)
( 0.359207, 0.931720,-0.053557, 1.624372, 1.202814)
( 0.838567, 0.544798,-0.000000, 1.570796, 0.576137)
( 0.994349,-0.106162, 0.000000, 1.570796, 6.176833)
( 0.931720,-0.359207, 0.053557, 1.517220, 5.915203)
( 0.964359,-0.260246,-0.047793, 1.618602, 6.019600)
( 0.106162,-0.994349, 0.000000, 1.570796, 4.818741)
( 0.260246,-0.964359, 0.047793, 1.522991, 4.975975)
(-0.000000,-0.994349, 0.106162, 1.464444, 4.712389)
(-0.260246,-0.964359, 0.047793, 1.522991, 4.448803)
(-0.106162,-0.994349, 0.000000, 1.570796, 4.606037)
(-0.994349,-0.106162, 0.000000, 1.570796, 3.247945)
(-0.964359,-0.260246, 0.047793, 1.522991, 3.405178)
(-0.994349, 0.000000, 0.106162, 1.464444, 3.141593)
(-0.964359, 0.260246, 0.047793, 1.522991, 2.878007)
(-0.994349, 0.106162, 0.000000, 1.570796, 3.035241)
(-0.106162, 0.994349, 0.000000, 1.570796, 1.677148)
(-0.260246, 0.964359, 0.047793, 1.522991, 1.834382)
(-0.000000, 0.994349, 0.106162, 1.464444, 1.570796)
( 0.260246, 0.964359, 0.047793, 1.522991, 1.307211)
( 0.106162, 0.994349, 0.000000, 1.570796, 1.464444)
( 0.994349, 0.000000, 0.106162, 1.464444, 0.000000)
( 0.964359, 0.260246,-0.047793, 1.618602, 0.263586)
( 0.931720, 0.359207, 0.053557, 1.517220, 0.367982)
( 0.994349, 0.106162, 0.000000, 1.570796, 0.106352)
( 0.622131,-0.769082, 0.146515, 1.423763, 5.392560)
( 0.769082,-0.622131, 0.146515, 1.423763, 5.603014)
(-0.769082,-0.622131, 0.146515, 1.423763, 3.821764)
(-0.622131,-0.769082, 0.146515, 1.423763, 4.032218)
(-0.622131, 0.769082, 0.146515, 1.423763, 2.250967)
(-0.769082, 0.622131, 0.146515, 1.423763, 2.461422)
( 0.769082, 0.622131, 0.146515, 1.423763, 0.680171)
( 0.622131, 0.769082, 0.146515, 1.423763, 0.890625)
( 0.802093,-0.523225, 0.287893, 1.278766, 5.705189)
( 0.905396,-0.348089, 0.243088, 1.325250, 5.916136)
( 0.348089,-0.905396, 0.243088, 1.325250, 5.079439)
( 0.523225,-0.802093, 0.287893, 1.278766, 5.290386)
(-0.523225,-0.802093, 0.287893, 1.278766, 4.134392)
(-0.348089,-0.905396, 0.243088, 1.325250, 4.345339)
(-0.905396,-0.348089, 0.243088, 1.325250, 3.508642)
(-0.802093,-0.523225, 0.287893, 1.278766, 3.719589)
(-0.802093, 0.523225, 0.287893, 1.278766, 2.563596)
(-0.905396, 0.348089, 0.243088, 1.325250, 2.774543)
(-0.348089, 0.905396, 0.243088, 1.325250, 1.937846)
(-0.523225, 0.802093, 0.287893, 1.278766, 2.148793)
( 0.523225, 0.802093, 0.287893, 1.278766, 0.992800)
( 0.348089, 0.905396, 0.243088, 1.325250, 1.203747)
( 0.905396, 0.348089, 0.243088, 1.325250, 0.367050)
( 0.802093, 0.523225, 0.287893, 1.278766, 0.577997)
( 0.905396,-0.243088, 0.348089, 1.215254, 6.020883)
( 0.243088,-0.905396, 0.348089, 1.215254, 4.974691)
(-0.047793,-0.964359, 0.260246, 1.307519, 4.662876)
( 0.053557,-0.931720, 0.359207, 1.203367, 4.769801)
(-0.243088,-0.905396, 0.348089, 1.215254, 4.450087)
(-0.905396,-0.243088, 0.348089, 1.215254, 3.403895)
(-0.964359,-0.047793, 0.260246, 1.307519, 3.191106)
(-0.905396, 0.243088, 0.348089, 1.215254, 2.879290)
(-0.931720, 0.053557, 0.359207, 1.203367, 3.084181)
(-0.243088, 0.905396, 0.348089, 1.215254, 1.833099)
( 0.047793, 0.964359, 0.260246, 1.307519, 1.521283)
(-0.053557, 0.931720, 0.359207, 1.203367, 1.628208)
( 0.243088, 0.905396, 0.348089, 1.215254, 1.308494)
( 0.905396, 0.243088, 0.348089, 1.215254, 0.262302)
( 0.931720,-0.053557, 0.359207, 1.203367, 6.225774)
( 0.964359, 0.047793, 0.260246, 1.307519, 0.049513)
( 0.566795,-0.698921, 0.436179, 1.119443, 5.393787)
( 0.698921,-0.566795, 0.436179, 1.119443, 5.601788)
(-0.698921,-0.566795, 0.436179, 1.119443, 3.822990)
(-0.566795,-0.698921, 0.436179, 1.119443, 4.030991)
(-0.566795, 0.698921, 0.436179, 1.119443, 2.252194)
(-0.698921, 0.566795, 0.436179, 1.119443, 2.460195)
( 0.698921, 0.566795, 0.436179, 1.119443, 0.681398)
( 0.566795, 0.698921, 0.436179, 1.119443, 0.889399)
( 0.698921,-0.436179, 0.566795, 0.968194, 5.725262)
( 0.802093,-0.287893, 0.523225, 1.020176, 5.938569)
( 0.287893,-0.802093, 0.523225, 1.020176, 5.057005)
( 0.436179,-0.698921, 0.566795, 0.968194, 5.270312)
(-0.436179,-0.698921, 0.566795, 0.968194, 4.154466)
(-0.287893,-0.802093, 0.523225, 1.020176, 4.367773)
(-0.802093,-0.287893, 0.523225, 1.020176, 3.486209)
(-0.698921,-0.436179, 0.566795, 0.968194, 3.699516)
(-0.698921, 0.436179, 0.566795, 0.968194, 2.583670)
(-0.802093, 0.287893, 0.523225, 1.020176, 2.796977)
(-0.287893, 0.802093, 0.523225, 1.020176, 1.915412)
(-0.436179, 0.698921, 0.566795, 0.968194, 2.128719)
( 0.436179, 0.698921, 0.566795, 0.968194, 1.012873)
( 0.287893, 0.802093, 0.523225, 1.020176, 1.226180)
( 0.802093, 0.287893, 0.523225, 1.020176, 0.344616)
( 0.698921, 0.436179, 0.566795, 0.968194, 0.557923)
( 0.146515,-0.769082, 0.622131, 0.899326, 4.900631)
(-0.146515,-0.769082, 0.622131, 0.899326, 4.524147)
( 0.000000,-0.838567, 0.544798, 0.994659, 4.712389)
(-0.769082,-0.146515, 0.622131, 0.899326, 3.329835)
(-0.769082, 0.146515, 0.622131, 0.899326, 2.953350)
(-0.838567, 0.000000, 0.544798, 0.994659, 3.141593)
(-0.146515, 0.769082, 0.622131, 0.899326, 1.759039)
( 0.146515, 0.769082, 0.622131, 0.899326, 1.382554)
( 0.000000, 0.838567, 0.544798, 0.994659, 1.570796)
( 0.769082, 0.146515, 0.622131, 0.899326, 0.188242)
( 0.769082,-0.146515, 0.622131, 0.899326, 6.094943)
( 0.838567, 0.000000, 0.544798, 0.994659, 0.000000)
( 0.436179,-0.566795, 0.698921, 0.796916, 5.368293)
( 0.566795,-0.436179, 0.698921, 0.796916, 5.627281)
(-0.566795,-0.436179, 0.698921, 0.796916, 3.797497)
(-0.436179,-0.566795, 0.698921, 0.796916, 4.056485)
(-0.436179, 0.566795, 0.698921, 0.796916, 2.226700)
(-0.566795, 0.436179, 0.698921, 0.796916, 2.485689)
( 0.566795, 0.436179, 0.698921, 0.796916, 0.655904)
( 0.436179, 0.566795, 0.698921, 0.796916, 0.914892)
( 0.523225,-0.287893, 0.802093, 0.640006, 5.780172)
( 0.622131,-0.146515, 0.769082, 0.693405, 6.051898)
( 0.146515,-0.622131, 0.769082, 0.693405, 4.943676)
