( 0.106162, 0.000000, 0.994349, 0.106363, 0.000000)
( 0.000000, 0.106162, 0.994349, 0.106363, 1.570796)
(-0.106162, 0.000000, 0.994349, 0.106363, 3.141593)
( 0.000000,-0.106162, 0.994349, 0.106363, 4.712389)
( 0.260246, 0.047793, 0.964359, 0.267787, 0.181623)
( 0.047793, 0.260246, 0.964359, 0.267787, 1.389173)
(-0.260246, 0.047793, 0.964359, 0.267787, 2.959970)
(-0.047793,-0.260246, 0.964359, 0.267787, 4.530766)
(-0.053557, 0.359207, 0.931720, 0.371676, 1.718804)
(-0.359207,-0.053557, 0.931720, 0.371676, 3.289601)
( 0.053557,-0.359207, 0.931720, 0.371676, 4.860397)
( 0.359207,-0.053557, 0.931720, 0.371676, 6.135178)
( 0.348089, 0.243088, 0.905396, 0.438484, 0.609619)
( 0.243088, 0.348089, 0.905396, 0.438484, 0.961178)
(-0.243088, 0.348089, 0.905396, 0.438484, 2.180415)
(-0.348089, 0.243088, 0.905396, 0.438484, 2.531974)
(-0.348089,-0.243088, 0.905396, 0.438484, 3.751212)
(-0.243088,-0.348089, 0.905396, 0.438484, 4.102770)
( 0.243088,-0.348089, 0.905396, 0.438484, 5.322008)
( 0.348089,-0.243088, 0.905396, 0.438484, 5.673567)
( 0.000000, 0.544798, 0.838567, 0.576148, 1.570796)
(-0.544798, 0.000000, 0.838567, 0.576148, 3.141593)
( 0.000000,-0.544798, 0.838567, 0.576148, 4.712389)
( 0.544798, 0.000000, 0.838567, 0.576148, 0.000000)
( 0.523225, 0.287893, 0.802093, 0.640005, 0.503018)
( 0.287893, 0.523225, 0.802093, 0.640005, 1.067778)
(-0.287893, 0.523225, 0.802093, 0.640005, 2.073815)
(-0.523225, 0.287893, 0.802093, 0.640005, 2.638574)
(-0.523225,-0.287893, 0.802093, 0.640005, 3.644611)
(-0.287893,-0.523225, 0.802093, 0.640005, 4.209371)
( 0.287893,-0.523225, 0.802093, 0.640005, 5.215407)
( 0.523225,-0.287893, 0.802093, 0.640005, 5.780167)
( 0.622131, 0.146516, 0.769082, 0.693393, 0.231291)
(-0.146516, 0.622131, 0.769082, 0.693393, 1.802088)
(-0.622131,-0.146516, 0.769082, 0.693393, 3.372884)
( 0.146516,-0.622131, 0.769082, 0.693393, 4.943681)
( 0.146516, 0.622131, 0.769082, 0.693393, 1.339505)
(-0.622131, 0.146516, 0.769082, 0.693393, 2.910301)
(-0.146516,-0.622131, 0.769082, 0.693393, 4.481098)
( 0.622131,-0.146516, 0.769082, 0.693393, 6.051894)
( 0.566795, 0.436179, 0.698921, 0.796909, 0.655898)
( 0.436179, 0.566795, 0.698921, 0.796909, 0.914898)
(-0.436179, 0.566795, 0.698921, 0.796909, 2.226695)
(-0.566795, 0.436179, 0.698921, 0.796909, 2.485694)
(-0.566795,-0.436179, 0.698921, 0.796909, 3.797491)
